question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
191,"Khi muốn tạo một nhóm làm việc mới trên Tableau, bước cuối cùng mà người dùng cần thực hiện là gì?",B,train_fix,B,B,B,B,B
192,Mục tiêu của quá trình huấn luyện Linear-Chain CRFs là gì?,C,train_fix,C,C,"A,C",C,C
193,SQL Server được sử dụng chủ yếu để quản lý và truy vấn dữ liệu quan hệ trong các hệ thống doanh nghiệp như thế nào?,D,train_fix,"A,B,C,D","A,B,C,D","A,B,C,D","B,C","B,D"
194,"Theo quy tắc check trong tài liệu Public_279, số lượng mặt hàng sau dấu phẩy được phép tối đa bao nhiêu chữ số?",C,train_fix,C,A,C,A,A
195,Gradient Descent (GD) cập nhật tham số theo quy tắc nào đối với hàm một biến?,B,train_fix,B,B,B,B,B
196,Một node của danh sách liên kết đơn có mấy trường?,A,train_fix,A,A,B,A,B
197,"Nếu bộ phát (Emitter) bị pha tạp nặng, Base pha tạp nhẹ và Collector pha tạp vừa phải, thì vùng nghèo kiệt sẽ mở rộng nhiều hơn về phía nào?",C,train_fix,C,B,C,C,B
198,"Giải thích cách GNN biểu diễn vật liệu, cơ chế message passing và các ứng dụng trong dự đoán tính chất vật liệu mới.",A,train_fix,A,A,A,A,A
199,"Phân tích các phương pháp cải tạo khí hậu Sao Hỏa, công nghệ hỗ trợ và thách thức đạo đức – kỹ thuật.",A,train_fix,A,A,A,A,A
200,"Nếu một CPU có 36 bit địa chỉ, dung lượng tối đa của bộ nhớ chính mà nó quản lý được là bao nhiêu?",C,train_fix,C,C,C,C,C
201,Điểm khác biệt cơ bản giữa Luật và Chính sách được tài liệu nêu là gì?,B,train_fix,B,B,B,B,B
202,PHP được sáng lập vào năm nào?,B,train_fix,B,B,B,B,B
203,Tài liệu Public_089 trình bày những tiến bộ nào trong việc đạt siêu dẫn nhiệt độ phòng?,A,train_fix,A,A,A,A,A
204,Việc phân nhóm thiết bị IoT theo vị trí địa lý và mức độ quan trọng giúp đạt mục tiêu chính nào?,A,train_fix,A,A,A,A,A
205,"Trong kiểm thử giá trị biên, thông thường có bao nhiêu giá trị kiểm thử cụ thể được lựa chọn xung quanh mỗi giới hạn?",A,train_fix,A,B,A,A,B
206,Phương pháp nào giảm chi phí huấn luyện robot trong thế giới thực?,B,train_fix,B,B,B,B,B
207,Ứng dụng SCADA nào đã bị nhóm được đề cập trong tài liệu Public_274 lợi dụng để thực thi mã trên các Hệ thống SCADA trong chiến dịch năm 2022?,A,train_fix,C,C,C,C,C
208,"Trong kiểm thử dựa trên mô hình, những hoạt động nào không được tự động tạo ra từ mô hình mà do con người thực hiện?",C,train_fix,"C,D","B,D","A,C,D","A,C,D",D
209,Xu hướng nào cho phép kết hợp ưu điểm của điện tử và DNA?,B,train_fix,B,B,B,B,B
210,"Theo tài liệu Public_111, công thức tính xác suất đồng thời của mạng Bayes dựa trên công thức toán học nào?",B,train_fix,B,B,B,B,B
211,Nêu chi tiết nội dung đào tạo về bảo mật web và bảo mật cơ sở dữ liệu trong tài liệu Public_002.,"A,B",train_fix,A,A,A,A,A
212,Những điều kiện tiên quyết nào áp dụng cho việc sắp xếp dữ liệu?,A,train_fix,A,A,"A,C","A,B,C",C
213,Nội dung chính của tài liệu là gì?,B,train_fix,B,B,B,B,B
214,"Theo tài liệu, giao thức SSL/TLS được xây dựng dựa trên phiên bản nào của SSL?",B,train_fix,B,B,B,B,B
215,Tỷ lệ thu công nợ bình quân tháng được tính bằng công thức nào?,C,train_fix,C,C,C,C,C
216,Nội dung chính của tài liệu Public_122 là gì?,C,train_fix,C,C,C,C,C
217,Các bước cơ bản trong quy trình phân tích rủi ro an toàn mạng?,C,train_fix,C,C,C,C,C
218,"Trong phần “Ưu điểm của PostgreSQL”, văn bản liệt kê những điểm nào?","A,B,C",train_fix,"A,B,C","A,B,C","A,B,C","A,B,C","A,B,C"
219,Lợi ích chính của việc tích hợp pin vào lưới điện thông minh là gì?,B,train_fix,B,B,B,B,B
220,Tính năng Hot Reload trong Flutter mang lại lợi ích gì cho lập trình viên?,B,train_fix,B,B,B,B,B
221,Nội dung chính của tài liệu Public_028 là gì?,B,train_fix,B,B,B,B,B
222,"Theo tài liệu Public_042, vì sao lại nên dùng hàm kích hoạt phi tuyến (non-linear activation)?",B,train_fix,B,B,"B,D","B,D",B
223,Đâu không phải một thuật ngữ nhập nhằng trong đặc tả?,C,train_fix,D,C,D,D,D
224,Hãy cho biết các thành phần chính của an toàn thông tin và nêu vai trò của chính sách an toàn thông tin đối với các thành phần đó.,A,train_fix,A,A,A,A,A
225,Phân loại của bài toán được mô tả trong tài liệu Public_048 là gì?,C,train_fix,B,C,"B,C",C,B
226,"Khi kiểm tra dữ liệu đơn hàng trong Fico, hệ thống xử lý thế nào nếu số lượng mặt hàng chi tiết không khớp với tổng và giá trị sau dấu phẩy vượt quá 4 chữ số?",B,train_fix,B,B,"B,C",B,B
227,Tóm tắt các bước cài đặt thủ công driver chính thức từ Nvidia.com cho card đồ họa trên hệ điều hành Windows.,C,train_fix,C,C,D,C,C
228,Chiều dày vật liệu bọc bảo vệ dạng bản hoặc tấm được phép sai lệch tối đa bao nhiêu % so với giá trị trung bình?,B,train_fix,B,B,"B,C",B,B
229,Thách thức lớn nhất hiện nay khi thương mại hóa siêu vật liệu?,D,train_fix,D,D,D,D,D
230,Broker trong Kafka có vai trò gì?,A,train_fix,C,C,C,C,C
231,"Theo quy định, mẫu thử nghiệm dầm chịu tải phải chịu tải trọng bằng bao nhiêu phần trăm sức kháng mô men thiết kế?",C,train_fix,C,C,C,C,C
232,Thiết bị AirStart 10 có thể bao gồm những bộ phận nào?,C,train_fix,C,C,"A,C",C,C
233,Thách thức lớn nhất để thương mại hóa siêu dẫn nhiệt độ phòng?,D,train_fix,D,D,D,D,D
234,"Theo nguyên tắc tổng, f1(x) + f2(x) có độ phức tạp là?",A,train_fix,A,A,A,A,A
235,Độ phức tạp tuyến tính và giai thừa lần lượt có ký hiệu là?,C,train_fix,C,C,C,C,C
236,IoU phụ thuộc vào hai toán tử tập hợp nào và công thức là gì?,A,train_fix,A,A,"A,D",A,A
237,"
Tấn công SYN Flood khai thác điểm yếu nào trong giao thức TCP?",B,train_fix,B,B,B,B,B
238,Lợi thế lưu trữ của DNA so với ổ cứng truyền thống là gì?,B,train_fix,"B,C",B,B,B,B
239,Giả sử bạn là quản trị viên bảo mật của một tổ chức và biết rằng các công cụ như Avet/PeCloak.py có thể vượt nhiều AV bằng cách thay đổi/obfuscate payload. Hãy nêu những biện pháp kết hợp hiệu quả nhất để giảm rủi ro do payload bị obfuscate vượt qua AV.,C,train_fix,C,C,C,C,C
240,"Hãy trình bày các công nghệ pin thế hệ mới cho lưới điện thông minh, nêu ưu nhược điểm từng loại và vai trò của AI trong khám phá vật liệu và điều độ năng lượng.",A,train_fix,A,A,A,A,A
241,Hệ thống Ant Colony System (ACS) và Max-Min Ant System (MMAS) có điểm gì nổi bật?,B,train_fix,B,B,"A,B",B,B
242,"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.
","A,C",train_fix,A,"A,B",A,A,A
243,"Theo tài liệu Public_260, tổ chức muốn tuân thủ quy định nào và bộ phận nào là chức năng quan trọng nhất?","A,B",train_fix,B,"B,C","B,C",C,C
244,Lợi ích bảo mật lớn nhất của Edge Computing trong môi trường sản xuất là gì?,C,train_fix,C,C,C,C,C
245,"Trình bày cơ chế hoạt động, ưu điểm, và ứng dụng của siêu tụ điện trong giao thông bền vững, đồng thời so sánh với pin truyền thống.",A,train_fix,A,A,A,A,A
246,Tóm tắt cách MongoDB lưu trữ dữ liệu,D,train_fix,D,D,"B,D",D,D
247,"Giải thích khái niệm, thành phần cốt lõi và các ứng dụng tiêu biểu của điện toán không gian, đồng thời phân tích thách thức triển khai.",A,train_fix,A,A,A,A,A
248,Hàm mục tiêu Fisher cho bài toán 2 lớp được viết dưới dạng nào?,B,train_fix,B,B,B,B,B
249,Tóm tắt các bước cài đặt SQL Server 2022,D,train_fix,C,C,"C,D",C,C
250,"Với một HMM có N trạng thái và chuỗi quan sát độ dài T, độ phức tạp của thuật toán Viterbi là bao nhiêu?",C,train_fix,C,C,C,C,C
251,"Dựa vào tài liệu Public_254, nếu mục tiêu là giấu thông tin trong ảnh rồi truyền đi mà vẫn muốn thông tin ẩn không bị mất khi ảnh bị nén bằng phương pháp không làm mất dữ liệu hoặc chỉnh sửa nhẹ, định dạng ảnh nào là lựa chọn phù hợp nhất?",B,train_fix,B,B,B,B,B
252,Nội dung cốt lõi của tài liệu Public_199 có tiêu đề “Máy tính lượng tử” là gì?,A,train_fix,A,A,A,A,A
253,"Hàm mất mát Cross-Entropy biến thiên ra sao khi nhãn thực y_i lần lượt là 1 và 0, ứng với các giá trị xác suất dự đoán p_i?",D,train_fix,D,D,"A,C",C,C
254,Ưu điểm nổi bật của pin Sodium-Ion là gì?,C,train_fix,C,C,C,C,C
255,"Theo tài liệu Public_052, tên của thủ tục tiền xử lý và thủ tục chạy quay lui được gọi trong hàm main() lần lượt là gì?",C,train_fix,A,B,"B,C",B,B
256,"Theo báo cáo của WHO và UNICEF, đến năm 2030, tình trạng khan hiếm nước sẽ khiến bao nhiêu triệu người phải di dời?",B,train_fix,B,B,B,B,B
257,Dòng điều khiển được mô hình hóa bằng các phương pháp hoặc mô hình cụ thể nào?,B,train_fix,B,B,"B,D",B,"B,D"
258,Những công nghệ hoặc phương pháp luận tương lai nào hỗ trợ việc thử nghiệm chính sách môi trường trong mô hình ảo?,B,train_fix,B,B,B,B,B
259,"Theo thống kê trong tài liệu `Public_153`, lỗ hổng nghiêm trọng cao chiếm 35%, trung bình 55% và thấp 10%. Dựa trên tài liệu này, nếu một tổ chức bỏ qua việc khắc phục các lỗ hổng trung bình, điều này tiềm ẩn nguy cơ gì?",B,train_fix,B,B,B,B,B
260,Pooling layer được thiết kế để?,B,train_fix,"B,D",B,"B,D",B,B
261,"Trong một hệ thống ký hiệu quy trình hoặc trạng thái, ký hiệu cho điều kiện kích hoạt và hành động thực thi lần lượt là gì?",A,train_fix,A,A,A,A,A
262,"Theo hướng dẫn trong tài liệu, để đăng nhập tài khoản Tableau người dùng cần truy cập vào địa chỉ nào?",A,train_fix,A,A,A,A,A
263,"Qua toàn bộ các phần trình bày trong tài liệu, có thể rút ra nhận định tổng quan nào về các giao thức SSL/TLS, SET và PGP?",A,train_fix,A,A,A,A,A
264,"Trong lịch sử phát triển mật mã, năm 1977 đánh dấu sự ra đời của giải thuật nào?",C,train_fix,C,C,C,C,A
265,Thách thức quan trọng khi triển khai robot tự học là gì?,C,train_fix,C,C,C,C,C
266,"Theo tài liệu Public_052, đâu không phải một bước trong quay lui?",A,train_fix,D,D,B,A,D
267,Hệ điều hành có những nhiệm vụ chính nào và phiên bản Windows nào cho phép đặt tên tệp dài tới 255 ký tự?,A,train_fix,A,A,A,A,A
268,Nêu một đặc điểm nổi bật của hệ thống quản lý gói trên Ubuntu và phương pháp cài đặt Driver Nvidia sử dụng kho lưu trữ chuẩn.,D,train_fix,D,D,D,D,D
269,Nội dung chính của tiêu chuẩn ISO 15189:2022 là gì?,B,train_fix,B,B,B,B,B
270,"Trong cấu trúc tệp BMP, phần nào có kích thước 14 byte và lưu trữ thông tin tổng quát về tệp hình ảnh bitmap?",B,train_fix,B,B,B,B,B
271,"Theo tài liệu Public_072, DRL là sự kết hợp của những lĩnh vực nào?",B,train_fix,B,B,B,B,B
272,Phần mềm ký số cần hỗ trợ định dạng dữ liệu nào theo Phụ lục I của tài liệu Public_257?,A,train_fix,A,A,B,B,B
273,"Chọn mô tả chính xác nhất về mối quan hệ chức năng giữa Dart, Framework và SDK theo nội dung văn bản:",C,train_fix,C,C,C,C,C
274,Tài liệu `Public_200` mô tả chi tiết gì về phương pháp Deloitte đã sử dụng để xây dựng và quản lý một cơ sở dữ liệu rủi ro lớn như một cơ sở dữ liệu chứa 10.000 trường hợp rủi ro?,A,train_fix,B,A,A,A,A
275,"Trình bày cách điện toán lượng tử hỗ trợ giải các bài toán tối ưu trong mạng 6G, mô tả các thuật toán lượng tử tiêu biểu và kiến trúc triển khai thực tế.",A,train_fix,A,A,A,A,A
276,"Đối với lớp phủ dạng phản ứng, độ dày trung bình được xác định như thế nào?",C,train_fix,C,C,C,C,C
277,Thực thể nào không tham gia mô hình tương tác giữa các thực thể tham gia thực hiện SET,A,train_fix,A,A,D,A,C
278,Công thức tính kích thước đầu ra (W2) trong phép tích chập phụ thuộc vào những yếu tố nào?,C,train_fix,C,C,C,C,C
279,Mô tả kiến trúc cảm biến và vai trò của trí tuệ nhân tạo (AI) trong dự báo và phát hiện bất thường về chất lượng không khí đô thị.,A,train_fix,A,A,A,A,A
280,"Theo tài liệu Public_055, thuật toán đơn giản nhất trong bốn thuật toán được trình bày là gì?",D,train_fix,D,D,D,D,D
281,"Trong multi-class LDA, các ma trận within-class và between-class là gì?",C,train_fix,"A,B,C,D",A,"A,C",A,A
282,"Theo tài liệu Public_165, tường lửa lọc gói (Packet-filtering firewall) hoạt động dựa trên nguyên tắc nào?",A,train_fix,A,A,A,A,A
283,"Theo Public_007, “khoảng tham chiếu sinh học” thường được định nghĩa ở mức bao nhiêu phần trăm giá trị tập trung?",A,train_fix,A,A,A,A,A
284,"Trong Git, đâu là mô tả đầy đủ và chính xác nhất về mối quan hệ giữa Branch, Merge, và Master theo văn bản?",B,train_fix,B,B,B,B,B
285,"Theo tài liệu Public_080, mô hình nào thường dùng để sinh phân tử mới?",C,train_fix,C,C,C,C,C
286,Mạng GAN (Global Area Network) là gì?,C,train_fix,C,C,C,C,C
287,Số hoán vị của N phần tử phân biệt là bao nhiêu và giá trị tương ứng khi N = 3 là?,A,train_fix,A,A,A,A,A
288,Ứng dụng nào hưởng lợi trực tiếp từ suy luận thời gian thực của photonic computing?,B,train_fix,A,A,A,A,A
289,Nội dung chính của bài báo Public_004 là gì?,B,train_fix,B,B,B,B,B
290,"Trong hệ sinh thái Tableau, thành phần nào cho phép người dùng chuẩn bị và làm sạch dữ liệu trước khi phân tích?
",B,train_fix,B,B,B,B,B
291,"Hãy xác định hai nền tảng được tài liệu nêu rõ là có thể tích hợp trực tiếp với Tableau, và  thao tác đầu tiên trong quá trình kết nối.
","C,D",train_fix,C,C,C,C,C
292,Các loại hệ thống thông tin (HTTT) được văn bản phân loại trong doanh nghiệp có thể nhóm lại thành những loại nào?,A,train_fix,A,A,A,A,A
293,Hằng số điện môi ε₀ trong chân không có giá trị bao nhiêu?,B,train_fix,B,B,B,B,B
294,"Hãy phân tích các bước then chốt trong toàn bộ vòng đời hệ thống thị giác máy tính công nghiệp, từ thu thập dữ liệu hình ảnh đến triển khai và bảo trì, đồng thời nêu rõ vai trò của chuẩn hóa định dạng dữ liệu và kỹ thuật Edge Computing.",A,train_fix,A,A,A,A,A
295,Các đóng góp cụ thể và cơ chế chính của cách mạng kỹ thuật số trong việc thúc đẩy các mục tiêu phát triển bền vững là gì?,B,train_fix,B,B,B,B,B
296,"Theo tài liệu Public_168, mục tiêu chính của Tableau là gì?",B,train_fix,B,B,B,B,B
